tweetId	text_label	image_label	multimodal_label
1206215867220054016	O	I	I
1050951505619107840	N	N	N
1194122664387866627	I	N	O
650262282602201088	N	I	N
1142078608564989952	N	N	N
1194173098863534085	O	I	O
1142011941919088640	N	O	O
1199666682018426881	R	R	R
1197959231779069955	O	N	O
1197953167083921408	O	N	O
1205873525757751296	O	N	O
1193885185697308674	O	A	A
1186228886671183874	O	N	O
1194170508905979904	N	O	O
453260236888236032	O	O	O
1207201887918927878	O	R	O
725578496827871232	N	N	N
725633499382857728	N	N	N
1194355427707895810_1	N	O	O
1194355427707895810_2	N	O	O
1194355427707895810_3	N	O	O
1193871284377210880	O	N	O
1313506857886023680	N	N	N
1312360443122462720	O	N	O
1187106608737935367	O	N	O
1187514675279347714	N	N	N
1194327685255684096	N	N	N
651198259860385793	O	N	O
1206639980677865473	O	N	O
1194263591475712000	O	N	O
1193959036850462721	I	N	I
1052771025497321472	N	I	I
1202339014449225728	O	I	I
1194368270218014721	O	N	O
1308690809072619521	R	R	R
1307921582057234432	N	N	N
1193881608954228736	O	N	O
1311949084559892480	O	N	O
1187014453319086081	N	N	N
1311743031238963200	O	N	O
1205523243555282946	O	I	O
1194191108429033472	O	I	I
1193917386786836480	N	O	O
1051141463126478848	A	R	R
1198994502289108994	O	N	N
1206929155901861889	I	N	I
1051860020382654464	A	I	A
725682382137884673	N	N	N
453341184841482240	O	N	O
1188219693234053120	N	N	O
1312459350342995970	O	O	O
1199305392586670080_1	A	N	A
1199305392586670080_2	A	N	A
1187812744936022016	I	I	I
651632343015378945	R	N	O
1207155151305236481	N	N	O
725581708456767488	O	N	O
650771256678203392	O	N	O
1193857496395534338	O	O	O
1204918786450755584	I	I	I
1051067211438284806	A	N	A
1051419846771138560	N	N	N
1194224138933735424	O	N	O
725640735345795072	O	N	O
1205569412323008514	O	N	O
1194302297406353408_1	N	N	O
